,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,avg_rs_max,avg_rCovalent,avg_vIonic,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_rIonic,avg_vCovalent,avg_mass,lattice_angle_alpha_degree_r,lattice_angle_beta_degree_r,lattice_angle_gamma_degree_r,vol,atomic_density,Al_coord, Al_O_mean, Ga_coord, Ga_O_mean, In_coord, In_O_mean, O_coord,Hf_log,band_log,Al?,Ga?,In?
2,40.0,0.8125,0.1875,0.0,9.751,5.6595,13.963,90.9688,91.1228,30.5185,0.1821,2.7438,1.1037499999999998,1.211875,1.3914735313125,1.6475,1.468125,0.323375,-5.7871625,2.931875,-0.2285125,-2.7035625000000003,0.675625,7.455480292499999,34.995562612499995,1.5877050765882177,1.5903928836362888,0.5326483077698895,391.22753081666167,0.10224229342066657,5.538461538461538,1.94660774438,4.666666666666667,1.88180538564,0.0,0.0,3.583333333333333,-1.7031992922485748,1.0093438209099275,1,1,0
5,40.0,0.5625,0.4375,0.0,9.8456,5.7176,14.1244,91.1235,91.3033,30.573,0.2209,2.1633,1.06875,1.214375,1.5291057890625,1.6975,1.425625,0.263875,-5.7967125,2.694375,-0.1914625,-2.7123125000000003,0.683125,7.5018575305,45.6809279625,1.5904051009410534,1.5935432029361385,0.5335995122122263,404.3155782668508,0.09893262132383074,5.5555555555555545,1.96908890744,5.142857142857143,1.94137803644,0.0,0.0,3.583333333333333,-1.5100451685560654,0.7716348336086865,1,1,0
26,40.0,0.4375,0.25,0.3125,6.0436,6.0427,14.2577,90.0159,90.0033,120.0023,0.3518,0.976,1.0825,1.2781249999999995,2.1105355910625,1.7131250000000002,1.423125,0.4106875,-5.7137375,2.506875,-0.2368125,-2.7329375,0.749375,8.896141903875,65.11579813750001,1.5710738341459638,1.5708539226602125,2.094435244965992,450.9171531058988,0.08870809133004068,5.7142857142857135,2.05267167075,5.5,2.03848417255,4.8,1.98541143443,3.583333333333333,-1.0446924466786793,-0.024292692569044587,1,1,1
27,40.0,0.875,0.125,0.0,9.7899,5.6664,13.9461,90.5713,90.6612,30.2512,0.2237,1.9672,1.1124999999999998,1.21125,1.357065466875,1.6350000000000002,1.47875,0.33825,-5.784775,2.99125,-0.237775,-2.701375,0.6737500000000001,7.4438859829999995,32.324221275,1.58076739281154,1.5823364438090828,0.5279830426793086,389.7271545897766,0.10263590701577788,5.428571428571429,1.93695941106,5.0,1.90605940552,0.0,0.0,3.583333333333333,-1.4974494104860532,0.6766112119198457,1,1,0
31,40.0,0.0,0.25,0.75,10.4296,6.1786,15.1318,96.7363,97.9868,32.4294,0.2721,0.4095,1.0650000000000002,1.37,3.0690511845,1.7875,1.375,0.55375,-5.6076000000000015,1.995,-0.2614,-2.7710000000000004,0.8500000000000001,10.8968361265,103.54425,1.6883669411969906,1.7101922834931798,0.5659998044462491,517.833963056408,0.07724483686606468,0.0,0.0,6.0,2.17139958499,5.0,2.10316377821,3.5,-1.3015856331929365,-0.892818375689013,0,1,1
38,40.0,0.25,0.4375,0.3125,6.0905,6.0882,14.9241,90.042,88.1559,120.0197,0.366,1.3392,1.05625,1.2799999999999998,2.213759784375,1.750625,1.39125,0.3660625,-5.7209,2.3287500000000003,-0.209025,-2.7395,0.755,8.930924832375,73.12982215,1.5715293650807345,1.5386107100588693,2.0947389322558383,478.8295383424034,0.08353703520144289,5.0,2.05362344107,5.428571428571429,2.07908720663,6.0,2.11027715806,3.6666666666666665,-1.0051219455807707,0.29207242075307377,1,1,1
48,40.0,0.0625,0.625,0.3125,10.4654,6.0606,14.7182,88.075,87.7806,30.3034,0.2456,0.6786,1.03,1.281875,2.3169839776875003,1.788125,1.359375,0.3214375,-5.7280625,2.150625,-0.1812375,-2.7460625,0.760625,8.965707760875,81.14384616250003,1.5371987386940058,1.5320604893761347,0.5288941045488497,470.6838302466613,0.08498273666855742,6.0,2.0999880176700003,5.0,2.030547484,5.6,2.07425693956,3.5,-1.4040510827091497,-0.3877234266320073,1,1,1
54,40.0,0.4375,0.5625,0.0,10.0463,5.7672,14.2585,94.2984,93.5832,30.1116,0.1185,2.3298,1.05125,1.215625,1.5979219179375,1.7225,1.404375,0.234125,-5.8014875,2.575625,-0.1729375,-2.7166875,0.686875,7.5250461495,51.0236106375,1.6458175593626208,1.6333349645523574,0.5255465630435245,413.2842351168112,0.09678569033414584,5.428571428571429,1.97649158706,5.333333333333333,1.96998646093,0.0,0.0,3.583333333333333,-2.132842318406951,0.8457824269835397,1,1,0
62,40.0,0.125,0.3125,0.5625,6.2764,6.2748,14.9602,90.0085,89.999,119.9993,0.4402,0.3670000000000001,1.06375,1.3312499999999998,2.6926668517500003,1.768125,1.385,0.4775625,-5.655475,2.155,-0.2416,-2.756875,0.80875,10.050990054875,89.74625482500002,1.570944679781316,1.5707788735023769,2.0943828850884314,510.24832824174314,0.07839320147865135,5.0,2.0861797138900005,6.0,2.15530930409,5.333333333333333,2.11258301788,3.6666666666666665,-0.8205261098897758,-1.0023934309275664,1,1,1
63,40.0,0.625,0.25,0.125,9.7311,5.7047,14.4281,98.1747,99.6,31.4714,0.2328,2.2593,1.09,1.23875,1.6997431938749998,1.68125,1.44375,0.34937499999999994,-5.759225,2.72625,-0.226275,-2.716625,0.70625,8.03870152275,48.646461625,1.7134717571576772,1.7383479349863522,0.5492795502121434,412.29702523951363,0.09701743537141216,5.8,2.00276732482,4.5,1.90790011888,4.0,1.8541337489200005,3.5,-1.4575755631248544,0.8150550307932787,1,1,1
