,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,avg_rs_max,avg_rCovalent,avg_vIonic,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_rIonic,avg_vCovalent,avg_mass,lattice_angle_alpha_degree_r,lattice_angle_beta_degree_r,lattice_angle_gamma_degree_r,vol,atomic_density,Al_coord, Al_O_mean, Ga_coord, Ga_O_mean, In_coord, In_O_mean, O_coord,Hf_log,band_log,Al?,Ga?,In?
6,80.0,0.0312,0.0938,0.875,10.1664,10.1664,10.1666,90.0009,90.0008,89.9987,0.0562,0.9854,1.081868,1.394688,3.2569201479828,1.77751,1.3878039999999998,0.6318005999999999,-5.57130816,1.99714,-0.29157384,-2.776408,0.874064,11.439486548947599,107.84759140431999,1.5708120347581649,1.5708102894289124,1.5707736375146206,1050.7759468782083,0.0761342132332541,6.0,2.17136943222,6.0,2.1900138301,6.0,2.19334362162,4.0,-2.8788385220824915,-0.014707628872274288,1,1,1
8,80.0,0.5312,0.2188,0.25,9.4027,9.4023,9.4025,90.0025,90.00299999999999,89.9978,0.2193,2.6257,1.089368,1.2646879999999998,1.9564282862328,1.69626,1.435304,0.3976756,-5.7277081600000015,2.60964,-0.23792384,-2.726408,0.7340639999999999,8.604540564197599,58.29248570431999,1.5708399600261964,1.570848686672456,1.5707579295513527,831.2468733460803,0.09624096350338136,6.0,2.02645811835,6.0,2.03036589308,6.0,2.02759916201,4.0,-1.5173146235582946,0.9653475271610179,1,1,1
13,80.0,0.125,0.875,0.0,9.3513,9.3512,9.3507,90.0059,90.0051,89.9933,0.078,2.5371,1.0074999999999998,1.21875,1.769962240125,1.785,1.35125,0.15975,-5.8134250000000005,2.27875,-0.126625,-2.727625,0.6962499999999999,7.583017697000001,64.380317325,1.5708993012207642,1.5708853385867485,1.5706793897350129,817.6801447853651,0.09783776762856264,6.0,1.99720787791,6.0,2.01926950181,0.0,0.0,4.0,-2.551046452292545,0.9310216964741492,1,1,0
29,80.0,0.8125,0.0312,0.1562,9.2018,9.2011,9.2015,90.00200000000002,90.00299999999999,89.9991,0.2106,3.3923,1.119271,1.2429930000000002,1.6475144718503998,1.6426330000000002,1.477364,0.411615,-5.74271972,2.897295,-0.26042897,-2.7114117,0.7067950000000001,8.1400481737352,42.0324293125,1.5708312333799366,1.570848686672456,1.5707806188316291,779.0604726003296,0.10268779230061294,6.0,1.98570261061,6.0,1.96526115658,6.0,1.9804482395900005,4.0,-1.557794679282262,1.2215081574149964,1,1,1
34,80.0,0.0,0.5625,0.4375,9.7916,9.7916,9.7914,90.0034,90.00299999999999,89.9955,0.1259,1.3632,1.03375,1.3075,2.556437511375,1.796875,1.35625,0.3771875,-5.69535,2.06375,-0.197525,-2.75475,0.7875,9.525740372125,89.4520625,1.5708556679894643,1.570848686672456,1.5707177869785571,938.7546849503784,0.0852192817596737,0.0,0.0,6.0,2.10923963451,6.0,2.11437508099,4.0,-2.0722673379318355,0.3098348770929142,0,1,1
44,80.0,0.4062,0.3438,0.25,9.4551,9.4548,9.4548,90.00299999999999,90.0032,89.9969,0.2108,2.3055,1.071868,1.265938,2.0252444151077995,1.7212600000000002,1.414054,0.36792559999999996,-5.732483159999999,2.4908900000000003,-0.21939884,-2.730783,0.7378140000000001,8.6277291831976,63.63516837931999,1.570848686672456,1.5708521773309605,1.5707422215880849,845.2220485536423,0.09464968423019407,6.0,2.0393975283200003,6.0,2.0383061661200004,6.0,2.0389022044,4.0,-1.55684546231493,0.8352975726646231,1,1,1
52,80.0,0.0625,0.0938,0.8438,10.1256,10.1256,10.1258,90.0009,90.0009,89.9987,0.0908,0.9961,1.083229,1.388257,3.1886931180246,1.7723669999999998,1.391386,0.6216349999999999,-5.57945528,2.0339549999999997,-0.28984603000000003,-2.7739632999999997,0.8669549999999999,11.297550539264801,105.1097919625,1.5708120347581649,1.5708120347581649,1.5707736375146206,1038.1757472169058,0.07705824395769248,6.0,2.19050564539,6.0,2.19050510492,6.0,2.18225237243,4.0,-2.3990959933748894,-0.0039076248310170765,1,1,1
59,80.0,0.6562,0.3438,0.0,9.1287,9.1282,9.1282,90.0038,90.0042,89.9969,0.095,3.8226,1.0818679999999998,1.213438,1.4775212188577995,1.6787599999999998,1.441554,0.2861756,-5.79313316,2.7833900000000003,-0.20534884,-2.709033,0.6803140000000001,7.4844753416976,41.67605302932,1.5708626493064723,1.5708696306234802,1.5707422215880849,760.6401156657132,0.10517457382586756,6.0,1.9651972709,6.0,1.97476503751,0.0,0.0,4.0,-2.353878387381596,1.3409308193683604,1,1,0
60,80.0,0.0938,0.6875,0.2188,9.5583,9.5583,9.558,90.0045,90.00399999999998,89.9946,0.1461,1.8387,1.025111,1.262944,2.1462342131043,1.784857,1.359207,0.2759594,-5.75375962,2.20119,-0.16673469,-2.7403678,0.7410159999999999,8.549552600317199,75.58760922068002,1.5708748666112362,1.5708661399649757,1.5707020790152888,873.2293744915123,0.0916139588714415,6.0,2.05020862193,6.0,2.06416249302,6.0,2.0564751033,4.0,-1.9234639602254833,0.6090588001776587,1,1,1
74,80.0,0.4688,0.2188,0.3125,9.4843,9.484,9.4841,90.0023,90.0028,89.9978,0.2292,2.3414,1.086981,1.2779340000000001,2.0934879102291,1.7070459999999998,1.428579,0.41814989999999996,-5.71312366,2.536826,-0.24146197,-2.7321152,0.748506,8.891096094308999,63.78496269568001,1.5708364693676926,1.5708451960139522,1.5707579295513527,853.0862683560975,0.09377715123015694,6.0,2.04302775469,6.0,2.0517235523900004,6.0,2.0438979230200003,4.0,-1.4731602941415527,0.8507490410634351,1,1,1
83,80.0,0.0,0.5938,0.4062,9.7639,9.7639,9.7636,90.0036,90.0031,89.9953,0.1319,1.4285,1.03062,1.30124,2.5050941258748,1.797814,1.354372,0.359503,-5.704139039999999,2.070636,-0.19112728,-2.7531224,0.7812399999999999,9.3884114213668,88.040589,1.5708591586479683,1.5708504320017085,1.5707142963200529,930.8005288740108,0.08594752314631363,0.0,0.0,6.0,2.10657336348,6.0,2.10395421184,4.0,-2.025711219258868,0.35662494268869077,0,1,1
85,80.0,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.1104,3.4371,1.06875,1.214375,1.5291057890625,1.6975,1.425625,0.263875,-5.7967125,2.694375,-0.1914625,-2.7123125000000003,0.683125,7.5018575305,45.6809279625,1.5708696306234802,1.5708731212819844,1.5707317496125734,770.5067337515608,0.10382777527521893,6.0,1.979062297,6.0,1.97425995802,0.0,0.0,4.0,-2.2036451451391423,1.2346280925855528,1,1,0
94,80.0,0.4688,0.3438,0.1875,9.3735,9.3731,9.3732,90.0032,90.0035,89.9969,0.1987,2.5485,1.074481,1.2529339999999998,1.8884424409791,1.710796,1.4210790000000002,0.3475249,-5.7482236600000025,2.564326,-0.21591197,-2.7256152,0.7235060000000001,8.342657792558999,58.148087695680005,1.5708521773309605,1.5708574133187163,1.5707422215880849,823.5176581875038,0.097144243605017,6.0,2.0208661719,6.0,2.02070900173,6.0,2.0234417051,4.0,-1.615959129424366,0.9355049507979595,1,1,1
96,80.0,0.0,0.0,1.0,10.2904,10.2903,10.2907,90.0004,90.0004,89.9994,0.0,0.9166,1.09,1.42,3.479142123,1.78,1.39,0.695,-5.5374,1.94,-0.3125,-2.784,0.9,11.99371273,114.818,1.5708033081119046,1.5708033081119046,1.5707858548193845,1089.6956329041247,0.0734149955128238,0.0,0.0,0.0,0.0,6.0,2.2190810827200003,4.0,-inf,-0.0870841069071134,0,0,1
99,80.0,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.1064,3.2272,1.055632,1.2153120000000002,1.5806903592672,1.7162400000000002,1.4096959999999998,0.2415744,-5.80029184,2.60536,-0.17757615999999998,-2.715592,0.6859360000000001,7.5192397193024,49.68580289568,1.5708748666112362,1.5708766119404882,1.570719532307809,780.4667848750491,0.10250276059192936,6.0,1.98669994367,6.0,1.98432144486,0.0,0.0,4.0,-2.2405497020745933,1.1716148882178101,1,1,0
100,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0409,0.9133,1.088019,1.407066,3.3592590047709,1.775454,1.3914209999999998,0.6671001,-5.553176339999999,1.983174,-0.30433803,-2.7793848,0.886494,11.712945079191,110.65905660431999,1.5708067987704086,1.5708067987704086,1.5707823641608807,1068.0581140415684,0.0749022913156638,6.0,2.2113312194,6.0,2.2113330557900004,6.0,2.20383144133,4.0,-3.196625215933381,-0.09069086528450379,1,1,1
101,80.0,0.0,0.9062,0.0938,9.4868,9.4868,9.4863,90.0057,90.0048,89.9931,0.1103,1.9497,0.9993799999999999,1.23876,1.9926444891252,1.807186,1.335628,0.182997,-5.7918609599999975,2.139364,-0.12727272,-2.7368776,0.7187600000000001,8.0177544176332,73.952911,1.5708958105622604,1.5708801025989922,1.5706758990765088,853.7610504419334,0.09370303313624988,0.0,0.0,6.0,2.04776513367,6.0,2.02617855776,4.0,-2.2045513527226803,0.6676755145862758,0,1,1
